visual_sample_index,visual_time_s,imu_nearest_sample_index,imu_nearest_time_s,timing_error_s,timing_error_ms,abs_timing_error_ms,imu_sample_reuse_count
26,0.43333333333333335,22,0.44,0.006666666666666654,6.666666666666654,6.666666666666654,2
27,0.45,22,0.44,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
28,0.4666666666666667,23,0.46,-0.006666666666666654,-6.666666666666654,6.666666666666654,1
29,0.48333333333333334,24,0.48,-0.003333333333333355,-3.333333333333355,3.333333333333355,1
30,0.5,25,0.5,0.0,0.0,0.0,1
31,0.5166666666666666,26,0.52,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
32,0.5333333333333333,27,0.54,0.00666666666666671,6.66666666666671,6.66666666666671,2
33,0.55,27,0.54,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
34,0.5666666666666667,28,0.56,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
35,0.5833333333333334,29,0.58,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
36,0.6,30,0.6,0.0,0.0,0.0,1
37,0.6166666666666667,31,0.62,0.0033333333333332993,3.3333333333332993,3.3333333333332993,1
38,0.6333333333333333,32,0.64,0.00666666666666671,6.66666666666671,6.66666666666671,2
39,0.65,32,0.64,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
40,0.6666666666666666,33,0.66,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
41,0.6833333333333333,34,0.68,-0.0033333333333332993,-3.3333333333332993,3.3333333333332993,1
42,0.7,35,0.7000000000000001,1.1102230246251565e-16,1.1102230246251565e-13,1.1102230246251565e-13,1
43,0.7166666666666667,36,0.72,0.0033333333333332993,3.3333333333332993,3.3333333333332993,1
44,0.7333333333333333,37,0.74,0.00666666666666671,6.66666666666671,6.66666666666671,2
45,0.75,37,0.74,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
46,0.7666666666666666,38,0.76,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
47,0.7833333333333333,39,0.78,-0.0033333333333332993,-3.3333333333332993,3.3333333333332993,1
48,0.8,40,0.8,0.0,0.0,0.0,1
49,0.8166666666666667,41,0.8200000000000001,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
50,0.8333333333333334,42,0.84,0.006666666666666599,6.666666666666599,6.666666666666599,2
51,0.85,42,0.84,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
52,0.8666666666666667,43,0.86,-0.00666666666666671,-6.66666666666671,6.66666666666671,1
53,0.8833333333333333,44,0.88,-0.0033333333333332993,-3.3333333333332993,3.3333333333332993,1
54,0.9,45,0.9,0.0,0.0,0.0,1
55,0.9166666666666666,46,0.92,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
56,0.9333333333333333,47,0.9400000000000001,0.00666666666666671,6.66666666666671,6.66666666666671,2
57,0.95,47,0.9400000000000001,-0.009999999999999898,-9.999999999999897,9.999999999999897,2
58,0.9666666666666667,48,0.96,-0.00666666666666671,-6.66666666666671,6.66666666666671,1
59,0.9833333333333333,49,0.98,-0.0033333333333332993,-3.3333333333332993,3.3333333333332993,1
60,1.0,50,1.0,0.0,0.0,0.0,1
61,1.0166666666666666,51,1.02,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
62,1.0333333333333332,52,1.04,0.006666666666666821,6.666666666666821,6.666666666666821,2
63,1.05,52,1.04,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
64,1.0666666666666667,53,1.06,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
65,1.0833333333333333,54,1.08,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1
66,1.1,55,1.1,0.0,0.0,0.0,1
67,1.1166666666666667,56,1.12,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
68,1.1333333333333333,57,1.1400000000000001,0.006666666666666821,6.666666666666821,6.666666666666821,2
69,1.15,57,1.1400000000000001,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
70,1.1666666666666667,58,1.16,-0.006666666666666821,-6.666666666666821,6.666666666666821,1
71,1.1833333333333333,59,1.18,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
72,1.2,60,1.2,0.0,0.0,0.0,1
73,1.2166666666666666,61,1.22,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
74,1.2333333333333334,62,1.24,0.006666666666666599,6.666666666666599,6.666666666666599,2
75,1.25,62,1.24,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
76,1.2666666666666666,63,1.26,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
77,1.2833333333333332,64,1.28,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1
78,1.3,65,1.3,0.0,0.0,0.0,1
79,1.3166666666666667,66,1.32,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
80,1.3333333333333333,67,1.34,0.006666666666666821,6.666666666666821,6.666666666666821,2
81,1.35,67,1.34,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
82,1.3666666666666667,68,1.36,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
83,1.3833333333333333,69,1.3800000000000001,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1
84,1.4,70,1.4000000000000001,2.220446049250313e-16,2.220446049250313e-13,2.220446049250313e-13,1
85,1.4166666666666667,71,1.42,0.0033333333333331883,3.3333333333331883,3.3333333333331883,1
86,1.4333333333333333,72,1.44,0.006666666666666599,6.666666666666599,6.666666666666599,2
87,1.45,72,1.44,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
88,1.4666666666666666,73,1.46,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
89,1.4833333333333334,74,1.48,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
90,1.5,75,1.5,0.0,0.0,0.0,1
91,1.5166666666666666,76,1.52,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
92,1.5333333333333332,77,1.54,0.006666666666666821,6.666666666666821,6.666666666666821,2
93,1.55,77,1.54,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
94,1.5666666666666667,78,1.56,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
95,1.5833333333333333,79,1.58,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1
96,1.6,80,1.6,0.0,0.0,0.0,1
97,1.6166666666666667,81,1.62,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
98,1.6333333333333333,82,1.6400000000000001,0.006666666666666821,6.666666666666821,6.666666666666821,2
99,1.65,82,1.6400000000000001,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
100,1.6666666666666667,83,1.6600000000000001,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
101,1.6833333333333333,84,1.68,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
102,1.7,85,1.7,0.0,0.0,0.0,1
103,1.7166666666666666,86,1.72,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
104,1.7333333333333334,87,1.74,0.006666666666666599,6.666666666666599,6.666666666666599,2
105,1.75,87,1.74,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
106,1.7666666666666666,88,1.76,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
107,1.7833333333333332,89,1.78,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1
108,1.8,90,1.8,0.0,0.0,0.0,1
109,1.8166666666666667,91,1.82,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
110,1.8333333333333333,92,1.84,0.006666666666666821,6.666666666666821,6.666666666666821,2
111,1.8499999999999999,92,1.84,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
112,1.8666666666666667,93,1.86,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
113,1.8833333333333333,94,1.8800000000000001,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1
114,1.9,95,1.9000000000000001,2.220446049250313e-16,2.220446049250313e-13,2.220446049250313e-13,1
115,1.9166666666666667,96,1.92,0.0033333333333331883,3.3333333333331883,3.3333333333331883,1
116,1.9333333333333333,97,1.94,0.006666666666666599,6.666666666666599,6.666666666666599,2
117,1.95,97,1.94,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
118,1.9666666666666666,98,1.96,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
119,1.9833333333333334,99,1.98,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
120,2.0,100,2.0,0.0,0.0,0.0,1
121,2.0166666666666666,101,2.02,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
122,2.033333333333333,102,2.04,0.006666666666666821,6.666666666666821,6.666666666666821,2
123,2.05,102,2.04,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
124,2.0666666666666664,103,2.06,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1
125,2.0833333333333335,104,2.08,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
126,2.1,105,2.1,0.0,0.0,0.0,1
127,2.1166666666666667,106,2.12,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
128,2.1333333333333333,107,2.14,0.006666666666666821,6.666666666666821,6.666666666666821,2
129,2.15,107,2.14,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
130,2.1666666666666665,108,2.16,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1
131,2.183333333333333,109,2.18,-0.0033333333333329662,-3.333333333332966,3.333333333332966,1
132,2.2,110,2.2,0.0,0.0,0.0,1
133,2.216666666666667,111,2.22,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
134,2.2333333333333334,112,2.24,0.006666666666666821,6.666666666666821,6.666666666666821,2
135,2.25,112,2.24,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
136,2.2666666666666666,113,2.2600000000000002,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1
137,2.283333333333333,114,2.2800000000000002,-0.0033333333333329662,-3.333333333332966,3.333333333332966,1
138,2.3,115,2.3000000000000003,4.440892098500626e-16,4.440892098500626e-13,4.440892098500626e-13,1
139,2.3166666666666664,116,2.32,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
140,2.3333333333333335,117,2.34,0.0066666666666663765,6.6666666666663765,6.6666666666663765,1
141,2.35,118,2.36,0.009999999999999787,9.999999999999787,9.999999999999787,2
142,2.3666666666666667,118,2.36,-0.006666666666666821,-6.666666666666821,6.666666666666821,2
143,2.3833333333333333,119,2.38,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
144,2.4,120,2.4,0.0,0.0,0.0,1
145,2.4166666666666665,121,2.42,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
146,2.433333333333333,122,2.44,0.006666666666666821,6.666666666666821,6.666666666666821,1
147,2.45,123,2.46,0.009999999999999787,9.999999999999787,9.999999999999787,2
148,2.466666666666667,123,2.46,-0.006666666666666821,-6.666666666666821,6.666666666666821,2
149,2.4833333333333334,124,2.48,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
150,2.5,125,2.5,0.0,0.0,0.0,1
151,2.5166666666666666,126,2.52,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
152,2.533333333333333,127,2.54,0.006666666666666821,6.666666666666821,6.666666666666821,2
153,2.55,127,2.54,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
154,2.5666666666666664,128,2.56,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1
155,2.5833333333333335,129,2.58,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
156,2.6,130,2.6,0.0,0.0,0.0,1
157,2.6166666666666667,131,2.62,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
158,2.6333333333333333,132,2.64,0.006666666666666821,6.666666666666821,6.666666666666821,2
159,2.65,132,2.64,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
160,2.6666666666666665,133,2.66,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1
161,2.683333333333333,134,2.68,-0.0033333333333329662,-3.333333333332966,3.333333333332966,1
162,2.7,135,2.7,0.0,0.0,0.0,1
163,2.716666666666667,136,2.72,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
164,2.7333333333333334,137,2.74,0.006666666666666821,6.666666666666821,6.666666666666821,2
165,2.75,137,2.74,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
166,2.7666666666666666,138,2.7600000000000002,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1
167,2.783333333333333,139,2.7800000000000002,-0.0033333333333329662,-3.333333333332966,3.333333333332966,1
168,2.8,140,2.8000000000000003,4.440892098500626e-16,4.440892098500626e-13,4.440892098500626e-13,1
169,2.8166666666666664,141,2.82,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
170,2.8333333333333335,142,2.84,0.0066666666666663765,6.6666666666663765,6.6666666666663765,1
171,2.85,143,2.86,0.009999999999999787,9.999999999999787,9.999999999999787,2
172,2.8666666666666667,143,2.86,-0.006666666666666821,-6.666666666666821,6.666666666666821,2
173,2.8833333333333333,144,2.88,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
174,2.9,145,2.9,0.0,0.0,0.0,1
175,2.9166666666666665,146,2.92,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
176,2.933333333333333,147,2.94,0.006666666666666821,6.666666666666821,6.666666666666821,1
177,2.95,148,2.96,0.009999999999999787,9.999999999999787,9.999999999999787,2
178,2.966666666666667,148,2.96,-0.006666666666666821,-6.666666666666821,6.666666666666821,2
179,2.9833333333333334,149,2.98,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
